Market Participant Role Code Id,Market Participant Chellow Id,Address Line 1,Effective From Date {MPR},Effective To Date {MPR},Distributor Short Code
1,491,EDF Energy,2012-05-16 00:00:00+00,,
4,491,South Eastern Power Networks,2005-11-18 00:00:00+00,,
7,491,EDF Energy Customer Field Services,2000-05-03 00:00:00+00,,
8,491,South Eastern Power Networks,2003-04-17 00:00:00+00,,
11,491,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
13,491,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
19,491,South Eastern Power Networks,2000-08-11 00:00:00+00,,
22,491,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
25,491,South Eastern Power Networks,1996-04-01 00:00:00+00,,
27,491,South Eastern Power Networks,1996-04-01 00:00:00+00,,19
31,491,Gadeon House,1999-04-23 00:00:00+00,,
32,491,South Eastern Power Networks,2011-01-19 00:00:00+00,,
33,491,EDF Energy,1996-04-01 00:00:00+00,,
16,494,SESL,1996-04-01 00:00:00+00,,
34,494,SESL,1998-11-09 00:00:00+00,,
7,496,Siemens Operational Services,2009-08-19 00:00:00+00,,
8,496,Siemens Operational Services,2003-05-23 00:00:00+00,,
11,496,Siemens Operational Services,2003-06-20 00:00:00+00,,
13,496,Siemens Operational Services,2003-06-20 00:00:00+00,,
22,496,Siemens Operational Services,2003-06-20 00:00:00+00,,
31,496,Hortonwood 30,2001-10-19 00:00:00+00,,
33,497,Sirocco Energy Supply Limited,2013-08-14 00:00:00+00,,
33,499,SmartestEnergy Ltd,2012-06-20 00:00:00+00,,
8,500,Ovo Energy,2013-08-14 00:00:00+00,,
33,501,SmartestEnergy Limited,2002-01-18 00:00:00+00,,
6,502,Secure Meters (UK) Limited,2013-12-18 00:00:00+00,,
8,503,Smart Metering Management Ltd,2014-11-19 00:00:00+00,,
1,505,SSE Plc,2012-07-20 00:00:00+00,,
2,505,SSE Plc,2012-07-20 00:00:00+00,,
4,505,SSE Plc,1999-01-29 00:00:00+00,,
5,505,SSE Plc,1999-01-29 00:00:00+00,,
8,505,SSE Plc,2003-04-17 00:00:00+00,,
11,505,SSE Plc,1996-04-01 00:00:00+00,,
13,505,SSE Plc,1996-04-01 00:00:00+00,,
19,505,SSE Plc,1996-04-01 00:00:00+00,,
22,505,SSE Plc,1996-04-01 00:00:00+00,,
25,505,SSE Plc,1996-04-01 00:00:00+00,,
27,505,Southern Electric Power Distribution Plc,1996-04-01 00:00:00+00,,20
31,505,SSE Plc,1996-04-01 00:00:00+00,,
32,505,SSE Plc,1996-04-01 00:00:00+00,,
33,505,SSE Plc,1996-04-01 00:00:00+00,,
1,506,Scottish Power Energy Retail Ltd,2012-07-20 00:00:00+00,,
2,506,Scottish Power Energy Retail Ltd,2012-07-18 00:00:00+00,,
3,506,ScottishPower,2013-04-17 00:00:00+00,,
4,506,SP Distribution Ltd,1998-11-13 00:00:00+00,,
5,506,SP Dataserve Ltd,1998-11-13 00:00:00+00,,
7,506,ScottishPower Energy Retail Limited,2013-09-18 00:00:00+00,,
8,506,SP Distribution Ltd,2003-05-29 00:00:00+00,,
10,506,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
11,506,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
12,506,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
13,506,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
18,506,SP Distribution Ltd,1998-11-13 00:00:00+00,,
19,506,SP Distribution Ltd,1996-04-01 00:00:00+00,,
22,506,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
23,506,SP Distribution Ltd,1996-04-01 00:00:00+00,,
24,506,SP Distribution Ltd,1996-04-01 00:00:00+00,,
25,506,SP Distribution Ltd,1996-04-01 00:00:00+00,,
26,506,SP Distribution Ltd,1996-04-01 00:00:00+00,,
27,506,SP Distribution Ltd,1996-04-01 00:00:00+00,,18
29,506,SP Transmission Ltd,1996-04-01 00:00:00+00,,
31,506,Scottish Power Energy Retail Ltd,1998-11-13 00:00:00+00,,
32,506,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
33,506,Scottish Power Energy Retail Ltd,1996-04-01 00:00:00+00,,
34,506,1 Atlantic Quay,1996-04-01 00:00:00+00,,
33,507,Spark Energy Supply Ltd,2008-01-11 00:00:00+00,,
7,508,Stark Software,2005-04-29 00:00:00+00,,
10,508,Stark Software International Ltd,2001-07-20 00:00:00+00,,
11,508,Stark Software International,2009-05-11 00:00:00+00,,
12,508,Stark Software International Ltd,2001-07-20 00:00:00+00,,
13,508,Stark Software International,2009-05-11 00:00:00+00,,
22,509,Sierra Support Services Group Ltd,2015-01-21 00:00:00+00,,
33,510,Statkraft Markets GmbH,2010-10-20 00:00:00+00,,
35,511,4-6 Church Walk,1996-04-01 00:00:00+00,,
1,512,SSE Plc,2012-07-20 00:00:00+00,,
4,512,Western Power Distribution - South Wales,1998-11-09 00:00:00+00,,
5,512,Western Power Distribution - South Wales,1998-11-09 00:00:00+00,,
19,512,Western Power Distribution - South Wales,1998-11-09 00:00:00+00,,
25,512,Western Power Distribution - South Wales,1996-04-01 00:00:00+00,,
27,512,Western Power Distribution - South Wales,1996-04-01 00:00:00+00,,21
31,512,Newport Road,1998-11-09 00:00:00+00,,
32,512,Western Power Distribution - South Wales,1998-11-09 00:00:00+00,2012-01-18 00:00:00+00,
33,512,SSE Plc,1996-04-01 00:00:00+00,,
1,513,EDF Energy,2012-05-16 00:00:00+00,,
4,513,Western Power Distribution (South West),1998-10-01 00:00:00+00,,
5,513,Western Power Distribution,1998-10-01 00:00:00+00,,
7,513,EDF Energy Customer Field Services,2009-11-18 00:00:00+00,,
11,513,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
13,513,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
19,513,Western Power Distribution (South West),1998-11-27 00:00:00+00,,
22,513,WPD Smart metering Ltd,1996-04-01 00:00:00+00,,
25,513,Western Power Distribution (South West),1996-04-01 00:00:00+00,,
27,513,Western Power Distribution (South West),1996-04-01 00:00:00+00,,22
31,513,Gadeon House,1998-11-27 00:00:00+00,,
32,513,Gadeon House,1998-11-27 00:00:00+00,,
33,513,EDF Energy,1996-04-01 00:00:00+00,,
33,514,Symbio Energy LTD,2012-11-29 00:00:00+00,,
34,514,Symbio Energy LTD,2014-09-17 00:00:00+00,,
33,517,The Team Group of Companies UK Limited,2004-02-20 00:00:00+00,,
33,519,Total Gas and Power Ltd,2000-10-20 00:00:00+00,,
33,520,Corona Energy,2014-01-22 00:00:00+00,,
9,521,T-Mobile,2011-02-24 00:00:00+00,,
33,522,Power4All Limited,2007-12-07 00:00:00+00,,
7,523,TruRead Limited,2008-10-07 00:00:00+00,,
7,524,Utility Data Management Services,2009-01-14 00:00:00+00,,
10,524,TMA Data Management Ltd,2007-04-05 00:00:00+00,,
11,524,TMA Data Management Ltd,2006-09-01 00:00:00+00,,
12,524,TMA Data Management Ltd,2007-04-05 00:00:00+00,,
13,524,TMA Data Management Ltd,2009-01-14 00:00:00+00,,
7,525,Harston Mills Campus,2006-02-10 00:00:00+00,,
8,525,17 High Street,2003-09-19 00:00:00+00,,
8,526,Utility Funding Limited,2011-03-16 00:00:00+00,,
7,527,Scorpio,2006-09-01 00:00:00+00,,
8,527,IMServ Europe Ltd,2003-08-01 00:00:00+00,,
10,527,IMServ Europe Ltd,1996-04-01 00:00:00+00,,
11,527,IMServ Europe Ltd,2005-05-01 00:00:00+00,,
12,527,IMServ Europe Ltd,1996-04-01 00:00:00+00,,
13,527,IMServ Europe Ltd,2005-05-01 00:00:00+00,,
15,527,Scorpio,1996-04-01 00:00:00+00,,
20,527,IMServ Europe Ltd,2004-06-05 00:00:00+00,,
22,527,IMServ Europe Ltd,2005-05-01 00:00:00+00,,
28,527,Scorpio,1996-04-01 00:00:00+00,,
7,531,PRI House,2006-10-06 00:00:00+00,,
8,531,PRI House,2006-11-17 00:00:00+00,,
22,531,Utilita Meter Operations Ltd,2007-04-05 00:00:00+00,,
31,531,PRI House,2006-10-06 00:00:00+00,,
7,532,Utility Partnership Ltd,2007-10-12 00:00:00+00,,
8,532,Utility Partnership Ltd,2009-04-01 00:00:00+00,,
11,532,Utility Partnership Ltd,2008-03-11 00:00:00+00,,
13,532,Utility Partnership Ltd,2008-03-11 00:00:00+00,,
22,532,Utility Partnership Ltd,2009-04-01 00:00:00+00,,
10,533,Utility Partnership Ltd,2011-09-29 00:00:00+00,2011-11-16 00:00:00+00,
10,533,Utility Partnership Ltd,2012-07-18 00:00:00+00,,
12,533,Utility Partnership Ltd,2011-09-29 00:00:00+00,2011-11-16 00:00:00+00,
12,533,Utility Partnership Ltd,2012-07-18 00:00:00+00,,
22,533,Utility Partnership Ltd,2011-09-29 00:00:00+00,2011-11-16 00:00:00+00,
22,533,Utility Partnership Ltd,2012-07-18 00:00:00+00,,
10,534,Utility Partnership Ltd,2011-11-16 00:00:00+00,,
12,534,Utility Partnership Ltd,2011-11-16 00:00:00+00,,
22,534,Utility Partnership Ltd,2011-11-16 00:00:00+00,,
8,535,Amey Metering Limited,2010-10-20 00:00:00+00,,
35,536,9A Margaret Street,2001-05-25 00:00:00+00,,
8,537,Amey Metering Limited,2010-10-20 00:00:00+00,,
8,538,Amey Metering Limited,2007-07-13 00:00:00+00,,
8,539,Amey Metering Limited,2003-05-23 00:00:00+00,,
22,539,Amey Metering Limited,2003-04-17 00:00:00+00,,
33,541,VAVU Power Ltd,2014-11-19 00:00:00+00,,
33,542,Vattenfall Energy Trading GmbH,2014-01-22 00:00:00+00,,
9,543,Vodafone Ltd,2011-02-24 00:00:00+00,,
33,544,The Co-operative Energy Ltd,2009-11-18 00:00:00+00,,
34,545,Wherstead Business Park,2000-11-10 00:00:00+00,,
8,549,Western Power Distribution,2011-09-14 00:00:00+00,2012-01-18 00:00:00+00,
8,550,Western Power Distribution,2004-03-19 00:00:00+00,,
8,551,Western Power Distribution (South West),2003-04-17 00:00:00+00,,
8,552,Western Power Distribution (South Wales),2003-04-17 00:00:00+00,,
8,553,Western Power Distribution,2011-09-14 00:00:00+00,2012-01-18 00:00:00+00,
34,554,16 Avon Reach,2004-06-04 00:00:00+00,,
1,557,Npower Yorkshire Supply Limited,2012-07-20 00:00:00+00,,
4,557,Northern Powergrid (Yorkshire) plc,2006-03-24 00:00:00+00,,
7,557,Npower Yorkshire Ltd,2003-12-19 00:00:00+00,,
8,557,Northern Powergrid (Yorkshire) Ltd,2003-04-17 00:00:00+00,,
11,557,Npower Yorkshire Ltd,1996-04-01 00:00:00+00,,
13,557,Npower Yorkshire Ltd,1996-04-01 00:00:00+00,,
19,557,Northern Powergrid (Yorkshire) Ltd,1996-04-01 00:00:00+00,,
22,557,npower Yorkshire Ltd,1996-04-01 00:00:00+00,,
25,557,Northern Powergrid (Yorkshire) Ltd,1996-04-01 00:00:00+00,,
27,557,Northern Powergrid (Yorkshire) plc,1996-04-01 00:00:00+00,,23
31,557,Wetherby Road,1996-04-01 00:00:00+00,,
32,557,Wetherby Road,1996-04-01 00:00:00+00,,
33,557,NPOWER YORKSHIRE SUPPLY LTD,1996-04-01 00:00:00+00,,
10,589,Scorpio,2000-07-07 00:00:00+00,,
