Chellow DNO Id,Meter Timeswitch Class Id,Meter Timeswitch Class Description,Has Related Meter?,Has Comms?,Is HH?,Meter Type Chellow Id,Meter Payment Type Chellow Id,MTC TPR Count,Effective From Settlement Date {MTC},Effective To Settlement Date {MTC}
876,062,E7 Token T/S,0,0,0,14,8,2,1996-04-01,
724,062,HWR 7hr Heat,0,0,0,14,1,1,1996-04-01,
748,062,Three Rate Time of Day,0,1,0,18,1,3,1996-04-01,
703,063,Off-Peak,0,0,0,14,1,1,1996-04-01,
848,063,Grain Drying,0,0,0,14,1,1,1996-04-01,
898,063,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,063,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,063,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,063,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 21)",0,0,0,8,2,2,1996-04-01,
675,063,Domestic restricted P/P,0,0,0,8,2,2,1996-04-01,
724,063,HWR 7hr Heat,0,0,0,15,1,1,1996-04-01,
748,063,Evening Weekend,0,1,0,18,1,2,1996-04-01,
848,064,STOD,0,0,0,15,1,4,1996-04-01,
876,064,2 RATE 7HRS NIGHT PROG TELE/S,0,0,0,9,1,2,1996-04-01,
898,064,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,064,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,064,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,065,2 RATE 7HRS NIGHT NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
898,065,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,065,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,065,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
773,066,"7 hr Heat, 00:00-07:00 BST, teleswitch",0,0,0,9,1,2,1996-04-01,
848,066,STOD,0,0,0,15,1,2,1996-04-01,
876,066,M2 2 RATE 7 HRS NIGHT0000 TO 7.00,0,0,0,9,1,2,1996-04-01,
898,066,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,066,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,066,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
848,067,Evening  Weekend and Night,0,0,0,9,1,3,1996-04-01,
898,067,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,067,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,067,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
876,067,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 22)",0,0,0,8,2,2,1996-04-01,
675,067,Domestic restricted P/P,0,0,0,8,2,2,1996-04-01,
848,068,Evening  Weekend and Night,0,0,0,8,1,3,1996-04-01,
898,068,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,068,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,068,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
876,068,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 23)",0,0,0,8,2,2,1996-04-01,
848,069,Evening  Weekend and Night,0,0,0,9,1,3,1996-04-01,
898,069,CPWM (PCR),0,0,0,8,7,2,1996-04-01,
931,069,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,069,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
876,069,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 24)",0,0,0,8,2,2,1996-04-01,
848,070,Evening  Weekend and Night,0,0,0,8,1,3,1996-04-01,
876,070,HH code 3 WITH COMMS,0,1,1,5,1,,1996-04-01,
898,070,CPWM (PCR),0,0,0,9,7,2,1996-04-01,
931,070,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,070,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
724,070,4 rate weekday/2 rate weekend (Smart),0,1,0,18,1,4,1996-04-01,
876,071,2 RATE 8HRS NIGHT PROG TIME/S,0,0,0,15,1,2,1996-04-01,
898,071,3 rate SToD,0,0,0,14,1,3,1996-04-01,
931,071,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,071,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
635,071,3 rate SToD,0,0,0,14,1,3,1996-04-01,
692,071,3 rate STOD,0,0,0,14,1,3,1996-04-01,
724,071,Three Rate Time of Day,0,1,0,18,1,3,1996-04-01,
640,071,3 rate STOD,0,0,0,14,1,3,1996-04-01,
876,072,2 RATE 8HRS NIGHT NON- PROG TIME/S,0,0,0,14,1,2,1996-04-01,
898,072,3 rate SToD,0,0,0,15,1,3,1996-04-01,
931,072,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,072,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
635,072,3 rate SToD,0,0,0,15,1,3,1996-04-01,
692,072,3 rate STOD,0,0,0,15,1,3,1996-04-01,
724,072,Evening Weekend,0,1,0,18,1,2,1996-04-01,
640,072,3 rate STOD,0,0,0,15,1,3,1996-04-01,
876,073,2 RATE 8HRS NIGHT PROG TELE/S,0,0,0,9,1,2,1996-04-01,
1005,073,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
848,074,Local Authority Heating,0,0,0,8,1,1,1996-04-01,
876,074,2 RATE 8HRS NIGHT NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
931,074,7 Hour Off Pk - TS,0,0,0,14,1,1,1996-04-01,
1005,074,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
876,075,O/P -EC- 8HRS PROG TIME/S,0,0,0,15,1,1,1996-04-01,
1005,075,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
848,076,Local Authority Heating,0,0,0,8,1,1,1996-04-01,
876,076,O/P -EC- 8HRS NON - PROG TIME/S,0,0,0,14,1,1,1996-04-01,
1005,076,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
876,077,O/P -E- 8HRS PROG TIME/S,0,0,0,15,1,1,1996-04-01,
1005,077,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
876,078,O/P -E- 8HRS NON - PROG TIME/S,0,0,0,14,1,1,1996-04-01,
1005,078,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
848,079,Budget Warmth,0,0,0,16,1,1,1996-04-01,
876,079,O/P -E- 8HRS PROG TELE/S,0,0,0,9,1,1,1996-04-01,
1005,079,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
876,080,O/P -E- 8HRS NON - PROG TELE/S,0,0,0,8,1,1,1996-04-01,
1005,080,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
848,081,Budget Warmth,0,0,0,16,1,1,1996-04-01,
876,081,O/P -E- 8HRS PROG TELE/S,0,0,0,9,1,1,1996-04-01,
898,081,8.5 Hr WM Heating (Landlord),0,0,0,14,1,1,1996-04-01,
1005,081,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,8,1,1996-04-01,
675,081,8.5 Hr White Meter Heating,0,0,0,14,1,1,1996-04-01,
876,082,O/P -E- 8HRS NON - PROG TELE/S,0,0,0,8,1,1,1996-04-01,
898,082,8.5 Hr WM Heating (Landlord),0,0,0,15,1,1,1996-04-01,
1005,082,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,8,1,1996-04-01,
675,082,8.5 Hr White Meter Heating,0,0,0,15,1,1,1996-04-01,
848,083,Budget Warmth,0,0,0,16,1,1,1996-04-01,
876,083,O/P -EC- 8HRS PROG TELE/S,0,0,0,9,1,1,1996-04-01,
898,083,8.5 Hr WM Heating (Landlord),0,0,0,8,1,1,1996-04-01,
1005,083,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,8,1,1996-04-01,
675,083,8.5 Hr White Meter Heating,0,0,0,8,1,1,1996-04-01,
876,084,O/P -EC- 8HRS NON - PROG TELE/S,0,0,0,8,1,1,1996-04-01,
898,084,8.5 Hr WM Heating (Landlord),0,0,0,9,1,1,1996-04-01,
1005,084,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,8,1,1996-04-01,
675,084,8.5 Hr White Meter Heating,0,0,0,9,1,1,1996-04-01,
848,085,Budget Warmth,0,0,0,16,1,1,1996-04-01,
876,085,BUDGET WARMTH SOUTH UNMETERED,0,0,0,16,1,1,1996-04-01,
898,085,8.5 Hr WM Heating (Landlord),0,0,0,8,1,1,1996-04-01,
1005,085,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,8,1,1996-04-01,
675,085,8.5 Hr White Meter Heating,0,0,0,8,1,1,1996-04-01,
876,086,FLEXIHEAT DAY/EVENING/WEEKEND PROG TELE/S,0,0,0,9,1,2,1996-04-01,
898,086,8.5 Hr WM Heating (Landlord),0,0,0,9,1,1,1996-04-01,
1005,086,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,8,1,1996-04-01,
675,086,8.5 Hr White Meter Heating,0,0,0,9,1,1,1996-04-01,
848,087,Budget Warmth,0,0,0,16,1,1,1996-04-01,
876,087,FLEXIHEAT DAY/EVENING/WEEKEND NON-PROG TELE/S,0,0,0,8,1,2,1996-04-01,
898,087,8.5 Hr WM Heating (Landlord),0,0,0,8,1,1,1996-04-01,
1005,087,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,8,1,1996-04-01,
675,087,8.5 Hr White Meter Heating,0,0,0,8,1,1,1996-04-01,
876,088,FLEXIHEAT WEATHER PROG TELE/S,0,0,0,9,1,2,1996-04-01,
898,088,8.5 Hr WM Heating (Landlord),0,0,0,9,1,1,1996-04-01,
1005,088,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,8,1,1996-04-01,
675,088,8.5 Hr White Meter Heating,0,0,0,9,1,1,1996-04-01,
660,089,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
876,089,FLEXIHEAT WEATHER NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
898,089,8.5 Hr WM Heating (Landlord),0,0,0,8,1,1,1996-04-01,
1005,089,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,8,1,1996-04-01,
675,089,8.5 Hr White Meter Heating,0,0,0,8,1,1,1996-04-01,
692,089,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
640,089,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
660,090,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
898,090,8.5 Hr WM Heating (Landlord),0,0,0,9,1,1,1996-04-01,
1005,090,NHH prog 1r meter and RTS,0,0,0,9,1,1,1996-04-01,
876,090,E7 Token 2 Rate,0,0,0,14,7,2,1996-04-01,
675,090,8.5 Hr White Meter Heating,0,0,0,9,1,1,1996-04-01,
692,090,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
640,090,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
660,091,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
876,091,BUDGET WARMTH NORTH UNMETERED,0,0,0,16,1,1,1996-04-01,
898,091,8.5 Hr WM Heating (Landlord),0,0,0,8,1,1,1996-04-01,
1005,091,NHH non-prog 1r meter and RTS,0,0,0,8,1,1,1996-04-01,
675,091,8.5 Hr White Meter Heating,0,0,0,8,1,1,1996-04-01,
660,092,"2rate-low 04.00-07.00,13.30-15.30,19.00-22.00",0,0,0,14,1,2,1996-04-01,
876,092,BUDGET WARMTH NORTH UNMETERED,0,0,0,16,1,1,1996-04-01,
898,092,8.5 Hr WM Heating (Landlord),0,0,0,9,1,1,1996-04-01,
1005,092,NHH non-prog 1r token meter and RTS,0,0,0,8,8,1,1996-04-01,
675,092,8.5 Hr White Meter Heating,0,0,0,9,1,1,1996-04-01,
660,093,"2rate-low 04.00-07.00,13.30-15.30,19.00-22.00",0,0,0,14,8,2,1996-04-01,
876,093,L/LORDS DOM HEATING TARIFF TELE/S PROG,0,0,0,9,1,2,1996-04-01,
1005,093,NHH non-prog 2r token meter and RTS,0,0,0,8,8,2,1996-04-01,
898,093,Import / Export Meter,0,0,0,17,1,1,1996-04-01,
724,093,Import/Export,0,0,0,17,1,1,1996-04-01,
660,094,Eve/Wkend low rate 19.00-07.00wkdays & all wkend,0,0,0,8,1,2,1996-04-01,
876,094,L/LORDS DOM HEATING TARIFF TELE/S NON - PROG,0,0,0,8,1,2,1996-04-01,
1005,094,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,8,1,1996-04-01,
898,094,Economy 10,0,0,0,15,1,2,1996-04-01,
635,094,Economy 10,0,0,0,15,1,2,1996-04-01,
675,094,E10 metering,0,0,0,9,1,2,1996-04-01,
660,095,Eve/Wkend low rate 19.00-07.00wkdays & all wkend,0,0,0,9,1,2,1996-04-01,
876,095,L/LORDS NORTH TARIFF PROG TELE/S,0,0,0,9,1,2,1996-04-01,
1005,095,NHH prog 4r credit meter and RTS,0,0,0,15,1,4,1996-04-01,
660,096,Eve/Wkend low rate 19.00-07.00wkdays & all wkend,0,0,0,8,8,2,1996-04-01,
876,096,L/LORDS NORTH TARIFF NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
1005,096,NHH 10hr split E10 GMT Prog,0,0,0,15,1,2,1996-04-01,
773,096,NHH 10hr split E10 GMT Prog,0,0,0,15,1,2,1996-04-01,
660,097,HVMD-low rate 23.30-7.30,0,0,0,14,1,2,1996-04-01,
876,097,L/LORDS SOUTH TARIFF PROG TELE/S,0,0,0,9,1,2,1996-04-01,
660,098,HVMD-low rate 23.30-7.30,0,0,0,15,1,2,1996-04-01,
876,098,L/LORDS SOUTH TARIFF NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
660,099,LVMD-low rate 23.30-7.30,0,0,0,14,1,2,1996-04-01,
876,099,L/LORDS NORTH TARIFF PROG TELE/S,0,0,0,9,1,2,1996-04-01,
675,099,LVMD-low rate 23.30-7.30,0,0,0,14,1,2,1996-04-01,
131,100,12-hour night,0,0,0,14,1,2,1996-04-01,
153,100,E7 00.30-07.30 GMT,0,0,0,14,8,2,1996-04-01,
660,100,LVMD-low rate 23.30-7.30,0,0,0,15,1,2,1996-04-01,
918,100,Dom E7 00:15 - 07:15,0,0,0,14,1,2,1996-04-01,
876,100,E7 00.30-07.30 GMT,0,0,0,14,8,2,1996-04-01,
675,100,Domestic two rate P/P,0,0,0,14,8,2,1996-04-01,
898,100,4 rate weekday/2 rate weekend (Smart),0,1,0,18,1,4,1996-04-01,
131,101,12-hour night,0,0,0,15,1,2,1996-04-01,
153,101,split e7 timeswitched,0,0,0,14,8,2,1996-04-01,
660,101,"Metered Pub Lighting,Dusk to Midnight",0,0,0,14,1,1,1996-04-01,
876,101,L/LORDS NORTH TARIFF NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
918,101,Dom E7 01:00 - 08:00,0,0,0,14,1,2,1996-04-01,
773,101,4 rate weekday/2 rate weekend (Smart),0,1,0,18,1,4,1996-04-01,
898,101,Three Rate Time of Day,0,1,0,18,1,3,1996-04-01,
1005,101,4 rate weekday/2 rate weekend (Smart),0,1,0,18,1,4,1996-04-01,
931,101,4 rate weekday/2 rate weekend (Smart),0,1,0,18,1,4,1996-04-01,
131,102,Weekender Tariff (V2),0,0,0,9,1,2,1996-04-01,
660,102,"Metered Pub Lighting,Dusk to Midnight",0,0,0,15,1,1,1996-04-01,
918,102,Dom E7 00:00 - 07:00,0,0,0,8,1,2,1996-04-01,
876,102,E7 Timeswitch replacement GMT,0,0,0,9,8,2,1996-04-01,
692,102,Business 2 Rate,0,0,0,9,1,2,1996-04-01,
773,102,Three Rate Time of Day,0,1,0,18,1,3,1996-04-01,
898,102,Evening Weekend,0,1,0,18,1,2,1996-04-01,
1005,102,Three Rate Time of Day,0,1,0,18,1,3,1996-04-01,
931,102,Three Rate Time of Day,0,1,0,18,1,3,1996-04-01,
640,102,Business 2 Rate,0,0,0,9,1,2,1996-04-01,
153,103,E7 00.30-07.30 GMT,0,0,0,15,8,2,1996-04-01,
660,103,"Metered Pub Lighting,Dusk to Midnight, 6am to Dawn",0,0,0,14,1,1,1996-04-01,
918,103,Dom E7 01:00 - 08:00,0,0,0,8,1,2,1996-04-01,
876,103,E7 00.30-07.30 GMT,0,0,0,15,8,2,1996-04-01,
675,103,Domestic two rate P/P,0,0,0,15,8,2,1996-04-01,
773,103,Evening Weekend,0,1,0,18,1,2,1996-04-01,
1005,103,Evening Weekend,0,1,0,18,1,2,1996-04-01,
931,103,Evening Weekend,0,1,0,18,1,2,1996-04-01,
153,104,split e7 timeswitched,0,0,0,15,8,2,1996-04-01,
660,104,"Metered Pub Lighting,Dusk to Midnight, 6am to Dawn",0,0,0,15,1,1,1996-04-01,
876,104,Q3 EVENING/WEEKEND PROG TIME/S,0,0,0,15,1,2,1996-04-01,
660,105,"Metered Pub Lighting,Dusk to Dawn",0,0,0,14,1,1,1996-04-01,
876,105,Q3 EVENING/WEEKEND NON - PROG TIME/S,0,0,0,14,1,2,1996-04-01,
918,105,Dom E7 00:15 - 07:15,0,0,0,14,8,2,1996-04-01,
153,106,E7 Telemeter and teleswitched,0,0,0,8,8,2,1996-04-01,
660,106,"Metered Pub Lighting,Dusk to Dawn",0,0,0,15,1,1,1996-04-01,
876,106,Q3 EVENING/WEEKEND PROG TELE/S,0,0,0,9,1,2,1996-04-01,
918,106,Dom E7 00:30 - 07:30,0,0,0,14,8,2,1996-04-01,
153,107,E7 Timeswitch replacement GMT,0,0,0,8,8,2,1996-04-01,
660,107,"Metered Pub Lighting,Dusk to Midnight",0,0,0,14,8,1,1996-04-01,
876,107,Q3 EVENING/WEEKEND NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
918,107,Dom E7 01:00 - 08:00,0,0,0,14,8,2,1996-04-01,
131,108,12.5-hour OP,0,0,0,14,1,1,1996-04-01,
153,108,split e7 teleswitched,0,0,0,8,8,2,1996-04-01,
660,108,"Metered Pub Lighting,Dusk to Midnight, 6am to Dawn",0,0,0,14,8,1,1996-04-01,
876,108,Q4 NIGHT/EVENING/WEEKEND PROG TIME/S,0,0,0,15,1,3,1996-04-01,
918,108,Dom E7 00:00 - 07:00,0,0,0,8,8,2,1996-04-01,
131,109,12.5-hour OP,0,0,0,15,1,1,1996-04-01,
153,109,split e7 teleswitched,0,0,0,8,8,2,1996-04-01,
660,109,"Metered Pub Lighting,Dusk to Dawn",0,0,0,14,8,1,1996-04-01,
876,109,Q4 NIGHT/EVENING/WEEKEND PROG TELE/S,0,0,0,9,1,3,1996-04-01,
918,109,Dom E7 01:00 - 08:00,0,0,0,8,8,2,1996-04-01,
131,110,12.5-hour OP + w/e,0,0,0,14,1,1,1996-04-01,
153,110,E7 Telemeter and teleswitched,0,0,0,9,8,2,1996-04-01,
660,110,HV/LV MD (Monthly & Quarterly) Unrestricted,0,0,0,17,1,1,1996-04-01,
876,110,Q4 NIGHT/EVENING/WEEKEND NON - PROG TELE/S,0,0,0,8,1,3,1996-04-01,
918,110,Dom E7 00:00 - 07:00,0,0,0,8,8,2,1996-04-01,
131,111,12.5-hour OP + w/e,0,0,0,15,1,1,1996-04-01,
153,111,E7 Timeswitch replacement GMT,0,0,0,9,8,2,1996-04-01,
660,111,HV/LV MD (Monthly & Quarterly) Unrestricted,0,0,0,18,1,1,1996-04-01,
876,111,Q4 NIGHT/EVENING/WEEKEND NON- PROG TIME/S,0,0,0,14,1,3,1996-04-01,
918,111,Dom E7 23:30 - 06:30,0,0,0,8,8,2,1996-04-01,
131,112,12.5-hour OP + w/e,0,0,0,14,1,1,1996-04-01,
153,112,split e7 teleswitched,0,0,0,9,8,2,1996-04-01,
660,112,"STOD - 4 rate, seasonal",0,0,0,14,1,4,1996-04-01,
918,112,Dom E7 00:30 - 07:30,0,0,0,8,8,2,1996-04-01,
876,112,E7 00:30 - 07:30,0,0,0,8,8,0,1996-04-01,
131,113,12.5-hour OP + w/e,0,0,0,15,1,1,1996-04-01,
153,113,split e7 teleswitched,0,0,0,9,8,2,1996-04-01,
660,113,"STOD - 4 rate, seasonal",0,0,0,15,1,4,1996-04-01,
131,114,15.5-hour OP,0,0,0,14,1,1,1996-04-01,
153,114,Unrestricted,0,0,0,14,8,1,1996-04-01,
660,114,E8 (Islands) 23.30 - 07.30,0,0,0,8,1,2,1996-04-01,
876,114,NHH 10hr split E10 GMT Non-prog,0,0,0,14,1,2,1996-04-01,
131,115,15.5-hour OP,0,0,0,15,1,1,1996-04-01,
153,115,Unrestricted,0,0,0,18,8,1,1996-04-01,
660,115,E8 (Islands) 23.30 - 07.30,0,0,0,8,8,2,1996-04-01,
660,116,E8 23:30 - 07:30,0,0,0,8,1,2,2000-11-10,
131,116,Lifestyle Tariff,0,0,0,15,1,3,2000-11-10,
931,116,7 Hour E7 - TS,0,0,0,14,1,2,2000-11-10,
660,117,E8 23:30 - 07:30,0,0,0,8,8,2,2000-11-10,
131,118,15.5-hour OP + w/e,0,0,0,14,1,1,1996-04-01,
660,118,Dynamic-Htg Units,0,0,0,8,1,1,1996-04-01,
131,119,15.5-hour OP + w/e,0,0,0,15,1,1,1996-04-01,
660,119,Domestic Eve/Wkd Clock time,0,0,0,14,1,2,1996-04-01,
876,120,SINGLE PHASE DOM URKM EX INFRASTRUCTURTE,0,0,0,17,2,1,1996-04-01,
660,120,Split 10 hr E10,0,0,0,14,1,2,1996-04-01,
692,120,Split 10 hr E10,0,0,0,14,1,2,1996-04-01,
640,120,Split 10 hr E10,0,0,0,14,1,2,1996-04-01,
876,121,SINGLE PHASE DOM E7 KM EX INFRASTRUCTURE,0,0,0,14,2,2,1996-04-01,
660,121,NHH Unrestricted 1-rate Prog Credit Meter,0,0,0,8,1,2,1996-04-01,
675,121,Domestic Day night credit,0,0,0,8,1,2,1996-04-01,
131,122,6-rate SToD,0,0,0,14,1,6,1996-04-01,
876,122,SINGLE PHASE NON DOM Q1 KM EX INFRASTRUCTURE,0,0,0,17,2,1,1996-04-01,
660,122,Unrestricted 1-rate Non-Prog PPM,0,0,0,9,1,2,1996-04-01,
692,122,6-rate,0,0,0,14,1,6,1996-04-01,
675,122,Domestic Day night credit,0,0,0,8,1,2,1996-04-01,
640,122,6-rate,0,0,0,14,1,0,1996-04-01,
131,123,6-rate SToD,0,0,0,15,1,6,1996-04-01,
876,123,SINGLE PHASE NON DOM Q2 EX INFRASTRUCTURE,0,0,0,14,2,2,1996-04-01,
660,123,Unrestricted 1-rate Non-Prog PPM Token Acceptor,0,0,0,8,7,2,1996-04-01,
692,123,6-rate,0,0,0,15,1,6,1996-04-01,
675,123,Domestic Day night P/P,0,0,0,8,7,2,1996-04-01,
640,123,6-rate,0,0,0,15,1,0,1996-04-01,
131,124,7-hour E7,0,0,0,14,1,2,1996-04-01,
876,124,7-hour E7,0,0,0,14,1,2,1996-04-01,
660,124,Economy,0,0,0,9,7,2,1996-04-01,
692,124,7 hour E7,0,0,0,14,1,2,1996-04-01,
675,124,Domestic Day night P/P,0,0,0,8,7,2,1996-04-01,
640,124,7 hour E7,0,0,0,14,1,2,1996-04-01,
131,125,7-hour E7,0,0,0,15,1,2,1996-04-01,
876,125,7-hour E7,0,0,0,15,1,2,1996-04-01,
660,125,Economy,0,0,0,14,1,3,1996-04-01,
692,125,7 hour E7,0,0,0,15,1,2,1996-04-01,
675,125,Non domestic NHH day/night LV,0,0,0,15,1,3,1996-04-01,
640,125,7 hour E7,0,0,0,15,1,2,1996-04-01,
131,126,7-hour E7,0,0,0,14,1,2,1996-04-01,
876,126,SINGLE PHASE NON DOM Q1 KM IN INFRASTRUCTURE,0,0,0,17,2,1,1996-04-01,
660,126,Economy PPM,0,0,0,15,1,3,1996-04-01,
692,126,7 hour E7,0,0,0,14,1,2,1996-04-01,
675,126,Non domestic NHH day/night LV,0,0,0,15,2,3,1996-04-01,
640,126,7 hour E7,0,0,0,14,1,2,1996-04-01,
131,127,7-hour E7,0,0,0,15,1,2,1996-04-01,
876,127,SINGLE PHASE NON DOM Q2 IN INFRASTRUCTURE,0,0,0,15,2,2,1996-04-01,
692,127,7 hour E7,0,0,0,15,1,2,1996-04-01,
660,127,E8 23.30-07:30,0,0,0,8,1,2,1996-04-01,
640,127,7 hour E7,0,0,0,15,1,2,1996-04-01,
131,128,7-hour OP,0,0,0,14,1,1,1996-04-01,
876,128,Domestic Evening/Weekend ProgTime/S,0,0,0,15,1,2,1996-04-01,
131,129,7-hour OP,0,0,0,15,1,1,1996-04-01,
876,129,Domestic Evening/Weekend Non - Prog Time/S,0,0,0,14,1,2,1996-04-01,
660,129,E10 Key Meter,0,0,0,9,2,2,1996-04-01,
692,129,E10 Key Meter,0,0,0,9,2,2,1996-04-01,
640,129,E10 Key Meter,0,0,0,9,2,2,1996-04-01,
131,130,10-hour night,0,0,0,14,1,2,1996-04-01,
876,130,Domestic Evening/Weekend Prog Tele/S,0,0,0,9,1,2,1996-04-01,
131,131,10-hour night,0,0,0,15,1,2,1996-04-01,
876,131,Domestic Evening/Weekend Non- Prog Tele/S,0,0,0,8,1,2,1996-04-01,
131,132,9-hour OP,0,0,0,14,1,1,1996-04-01,
876,132,Domestic Night/ Evening/Weekend Prog Time/S,0,0,0,15,1,3,1996-04-01,
131,133,9-hour OP,0,0,0,15,1,1,1996-04-01,
876,133,Domestic Night/ Evening/Weekend Non-Prog Time/S,0,0,0,14,1,3,1996-04-01,
131,134,9-hour OP + w/e,0,0,0,14,1,1,1996-04-01,
876,134,Domestic Night/ Evening/Weekend Prog Tele/S,0,0,0,9,1,3,1996-04-01,
131,135,9-hour OP + w/e,0,0,0,15,1,1,1996-04-01,
876,135,Domestic Night/ Evening/Weekend Non-Prog Tele/S,0,0,0,8,1,3,1996-04-01,
131,136,12-hour Evening/Weekend,0,0,0,14,1,2,1996-04-01,
876,136,NHH 10hr split E10 GMT Non-prog,0,0,0,8,1,2,1996-04-01,
692,136,12-hour Evening/Weekend,0,0,0,14,1,2,1996-04-01,
660,136,NHH 10hr split E10 GMT Non-prog,0,0,0,8,1,2,1996-04-01,
675,136,NHH 10hr split E10 GMT Non-prog,0,0,0,8,1,2,1996-04-01,
640,136,12-hour Evening/Weekend,0,0,0,14,1,2,1996-04-01,
131,137,12-hour Evening/Weekend,0,0,0,15,1,2,1996-04-01,
876,137,Domestic Eve/Wkd Clock time,0,0,0,14,1,2,1996-04-01,
692,137,12-hour Evening/Weekend,0,0,0,15,1,2,1996-04-01,
640,137,12-hour Evening/Weekend,0,0,0,15,1,2,1996-04-01,
131,138,Evening/Weekend E7,0,0,0,14,1,3,1996-04-01,
692,138,7 hour E7,0,0,0,14,1,3,1996-04-01,
640,138,7 hour E7,0,0,0,14,1,0,1996-04-01,
131,139,Evening/Weekend E7,0,0,0,15,1,3,1996-04-01,
692,139,7 hour E7,0,0,0,15,1,3,1996-04-01,
640,139,7 hour E7,0,0,0,15,1,0,1996-04-01,
131,140,Evening/Weekend E7 tele,0,0,0,8,1,3,1996-04-01,
153,140,E7 00.30-07.30 GMT,0,0,0,14,7,2,1996-04-01,
918,140,split 7hr E7 22:00 - 01:00  02:30 - 06:30,0,0,0,14,1,2,1996-04-01,
876,140,E7 00.30-07.30 GMT,0,0,0,14,7,2,1996-04-01,
131,141,Evening/Weekend E7 tele,0,0,0,9,1,3,1996-04-01,
153,141,split e7 timeswitched,0,0,0,14,7,2,1996-04-01,
