id,dno_id,code,description,has_related_metering,has_comms,is_hh,meter_type_id,meter_payment_type_id,tpr_count,valid_from,valid_to
31,,824,8hr Off Peak GMT - Non-Prog T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
32,,825,8hr Off Peak GMT - Prog T/S,0,0,0,15,0,1,1996-03-31 23:00:00+00,
33,,826,NHH Non-Prog 2r Eve/Weekend Credit Meter and T/S,0,0,0,14,0,2,1996-03-31 23:00:00+00,
34,,827,NHH Prog 2r Eve/Weekend Credit Meter and T/S,0,0,0,15,0,2,1996-03-31 23:00:00+00,
35,,828,NHH Non-Prog 3r Eve/Weekend E7 Credit Meter & T/S,0,0,0,14,0,3,1996-03-31 23:00:00+00,
36,,829,NHH Prog 3r Eve/Weekend E7 Credit Meter and T/S,0,0,0,15,0,3,1996-03-31 23:00:00+00,
37,,830,E7 Non-Prog TeleMeter And Teleswitch,0,0,0,8,0,2,1996-03-31 23:00:00+00,
38,,831,E7 Prog TeleMeter And Teleswitch,0,0,0,9,0,2,1996-03-31 23:00:00+00,
39,,832,Non-Prog 7hr split E7 Teleswitch Group All Common,0,0,0,8,0,2,1996-03-31 23:00:00+00,
40,,833,Unrestricted 1-rate PPM - Unsupported For Comp,0,0,0,19,3,1,1996-03-31 23:00:00+00,
41,,834,NHH 2r or more PPM Not Supported For Comp Supply,0,0,0,19,3,0,1996-03-31 23:00:00+00,
42,,835,PP Prog 1-rate Key Meter - Unrestricted,0,0,0,15,1,1,1996-03-31 23:00:00+00,
43,,836,NHH Prog 1-rate Smart Card Meter,0,0,0,9,5,1,1996-03-31 23:00:00+00,
44,,837,Unrestricted 1-rate Non-Prog Token PPM,0,0,0,17,7,1,1996-03-31 23:00:00+00,
45,,838,Unrestricted 1-rate Non-Prog PPM,0,0,0,17,6,1,1996-03-31 23:00:00+00,
46,,839,Unrestricted 1-rate Prog PPM Token,0,0,0,15,7,1,1996-03-31 23:00:00+00,
47,,840,Unrestricted 1-rate Prog,0,0,0,15,6,1,1996-03-31 23:00:00+00,
48,,841,Unrestricted 1-rate Non-Prog PPM Token Acceptor,0,0,0,17,7,1,1996-03-31 23:00:00+00,
49,,842,Unrestricted Non-Prog Token Acceptor PPM,0,0,0,17,6,1,1996-03-31 23:00:00+00,
50,,843,NHH 1-rate Prog T/S Token Acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
51,,845,HH COP5 And Above With Comms,0,1,1,5,0,0,1996-03-31 23:00:00+00,
52,,846,HH COP5 And Above Without Comms,0,0,1,5,0,0,1996-03-31 23:00:00+00,
53,,847,HH COP6(a) With Comms,0,1,1,0,0,0,1996-03-31 23:00:00+00,
54,,848,HH COP6(b) With Comms,0,1,1,1,0,0,1996-03-31 23:00:00+00,
55,,849,HH COP6(c) With Comms,0,1,1,2,0,0,1996-03-31 23:00:00+00,
56,,850,HH COP6(d) With Comms,0,1,1,3,0,0,1996-03-31 23:00:00+00,
57,,851,HH COP6(a) Without Comms,0,0,1,0,0,0,1996-03-31 23:00:00+00,
58,,852,HH COP6(b) Without Comms,0,0,1,1,0,0,1996-03-31 23:00:00+00,
59,,853,HH COP6(c) Without Comms,0,0,1,2,0,0,1996-03-31 23:00:00+00,
60,,854,HH COP6(d) Without Comms,0,0,1,3,0,0,1996-03-31 23:00:00+00,
61,,855,HH Code 7 With Comms,0,1,1,6,0,0,1996-03-31 23:00:00+00,
62,,856,HH Code 7 Without Comms,0,0,1,6,0,0,1996-03-31 23:00:00+00,
63,,857,Unmetered Continuous,0,0,0,16,0,2,1996-03-31 23:00:00+00,
64,,858,Unmetered - Dawn to Dusk,0,0,0,16,0,2,1996-03-31 23:00:00+00,
65,,859,Unmetered - Dusk to Dawn,0,0,0,16,0,2,1996-03-31 23:00:00+00,
66,,860,Unmetered - Half Night Pre-Dawn,0,0,0,16,0,2,1996-03-31 23:00:00+00,
67,,861,Unmetered Reserved,0,0,0,16,0,0,1996-03-31 23:00:00+00,
68,,862,Site Specific,0,0,0,13,0,0,1996-03-31 23:00:00+00,
69,,863,Unmetered Pseudo HH,0,0,1,12,0,0,1996-03-31 23:00:00+00,
70,,864,Economy 10,0,0,0,14,0,2,2000-11-10 00:00:00+00,
71,,865,Economy 10,0,0,0,15,0,2,2002-01-18 00:00:00+00,
72,,866,NHH Export - Micro CHP (Export only meter),0,0,0,10,0,1,2003-09-27 23:00:00+00,
73,,867,NHH Export - Micro PV (Export only meter),0,0,0,10,0,1,2003-09-27 23:00:00+00,
74,,868,NHH Export - Other Microgen (Export only meter),0,0,0,10,0,1,2003-09-27 23:00:00+00,
75,,869,NHH Export - Micro CHP (Import & Export meter),0,0,0,7,0,1,2003-09-27 23:00:00+00,
76,,870,NHH Export - Micro PV (Import & Export meter),0,0,0,7,0,1,2003-09-27 23:00:00+00,
77,,871,NHH Export - Other Microgen (Import/Export meter),0,0,0,7,0,1,2003-09-27 23:00:00+00,
78,,872,7-HOUR E7,0,0,0,18,0,2,2006-04-27 23:00:00+00,
79,,873,Single Rate AMR,0,1,0,18,0,1,2007-03-09 00:00:00+00,
80,,874,Two Rate AMR,0,1,0,18,0,2,2007-03-09 00:00:00+00,
81,,875,Economy 10 Key Meter,0,0,0,15,1,2,2008-02-05 00:00:00+00,
82,,876,Economy 10 Key Meter,0,0,0,14,1,2,2008-02-05 00:00:00+00,
83,,877,E8.5 23:00-07:30,0,0,0,14,1,2,2011-02-16 00:00:00+00,
84,,878,E8.5 23:00-07:30,0,0,0,14,1,2,2011-02-16 00:00:00+00,
85,,890,Key Meter,0,0,0,15,1,2,2004-02-01 00:00:00+00,
86,,891,2 Rate PPM 7 hr Smart,0,0,0,15,5,2,2006-11-17 00:00:00+00,
87,,892,2 Rate PPM 8 hr Smart,0,0,0,15,5,2,2006-11-17 00:00:00+00,
88,,893,Key Meter - teleswitched,0,0,0,9,1,2,2007-10-11 23:00:00+00,
89,,894,Unrestricted Smartcard,0,0,0,17,5,1,2008-02-05 00:00:00+00,
90,,895,NHH 1ph 1-Rt UNR PRI Liberty Key Pad - R/C PP Mode,0,1,0,19,2,1,2009-04-15 23:00:00+00,
91,,896,NHH 1ph 1-Rt UNR PRI Liberty Key Pad - R/C Cr Mode,0,1,0,19,0,1,2009-04-15 23:00:00+00,
92,,900,HH COP 10,0,1,1,4,0,0,2015-05-12 23:00:00+00,
93,,996,Boundary Meter-Private Network,0,1,1,13,0,0,2013-12-18 00:00:00+00,
94,,997,ENO - Private Network,0,1,1,19,0,0,2012-08-14 23:00:00+00,
95,,998,Actual Shared SVA Meter Arrgt,0,1,1,5,0,0,2002-04-25 23:00:00+00,
96,,999,Pseudo Shared SVA Meter Arrgt,0,1,1,5,0,0,2002-04-25 23:00:00+00,
97,787,001,"Unrestricted, Single rate",0,0,0,17,7,1,1996-03-31 23:00:00+00,
98,842,001,"Economy 7, 23.30 - 06.30",0,0,0,15,1,2,1996-03-31 23:00:00+00,
99,897,001,Prepayment Two Rate,0,0,0,8,5,2,1996-03-31 23:00:00+00,
100,956,001,Summer Unrestricted,0,0,0,14,0,1,1996-03-31 23:00:00+00,
101,1078,001,O/P -F- 8HRS + 2.5HRS PROG TIME/S,0,0,0,15,0,1,1996-03-31 23:00:00+00,
102,1100,001,8.5 Hour White Meter,0,0,0,14,0,2,1996-03-31 23:00:00+00,
103,1138,001,11.5 Hour Off Peak - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
104,1246,001,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
105,759,001,8.5 Hour White Meter,0,0,0,14,0,2,2005-12-02 00:00:00+00,
106,805,001,8.5 Hr White Meter,0,0,0,14,0,2,2006-10-05 23:00:00+00,
107,159,001,"Economy 7, 23.30 - 06.30",0,0,0,15,1,2,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
108,751,001,11.5 Hour Off Peak - TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
109,787,002,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
110,842,002,"Economy 7, 00.00 - 07.00",0,0,0,15,1,2,1996-03-31 23:00:00+00,
111,865,002,7-Hour E7,0,0,0,14,6,2,1996-03-31 23:00:00+00,
112,897,002,Prepayment Two Rate,0,0,0,8,5,2,1996-03-31 23:00:00+00,
113,1038,002,Credit single rate,0,0,0,18,0,1,1996-03-31 23:00:00+00,
114,1078,002,O/P -F- 8HRS + 2.5HRS NON - PROG TIME/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
115,1100,002,8.5 Hour White Meter,0,0,0,14,6,2,1996-03-31 23:00:00+00,
116,1138,002,11.5 Hour Off Peak - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
117,1246,002,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
118,759,002,8.5 Hour White Meter,0,0,0,15,0,2,2005-12-02 00:00:00+00,
119,159,002,"Economy 7, 00.00 - 07.00",0,0,0,15,1,2,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
120,956,002,E7 Key RTS,0,0,0,9,1,2,2011-09-13 23:00:00+00,
121,990,002,E7 Key RTS,0,0,0,9,1,2,2016-04-19 23:00:00+00,
122,751,002,11.5 Hour Off Peak - TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
123,787,003,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
124,842,003,"White Meter, 23.00 - 07.00",0,0,0,8,0,2,1996-03-31 23:00:00+00,
125,897,003,Prepayment Unrestricted,0,0,0,15,5,2,1996-03-31 23:00:00+00,
126,1078,003,O/P -FX- 10.5HRS PROG TIME/S,0,0,0,15,0,1,1996-03-31 23:00:00+00,
127,1100,003,8.5 Hour White Meter,0,0,0,15,0,2,1996-03-31 23:00:00+00,
128,1138,003,11.5 Hour Off Peak - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
129,1246,003,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
130,805,003,8.5 Hr White Meter,0,0,0,15,0,2,2006-10-05 23:00:00+00,
131,751,003,11.5 Hour Off Peak - TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
132,787,004,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
133,842,004,Evening Weekend,0,0,0,15,1,2,1996-03-31 23:00:00+00,
134,865,004,7-Hour E7,0,0,0,15,6,2,1996-03-31 23:00:00+00,
135,897,004,Prepayment Two Rate,0,0,0,8,6,2,1996-03-31 23:00:00+00,
136,1038,004,7 hr E7 BKM,0,0,0,15,1,2,1996-03-31 23:00:00+00,
137,1078,004,O/P -FX- 10.5HRS NON - PROG TIME/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
138,1100,004,8.5 Hour White Meter,0,0,0,15,6,2,1996-03-31 23:00:00+00,
139,1138,004,11.5 Hour Off Peak - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
140,1246,004,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
141,826,004,Evening/Weekend,0,0,0,15,1,2,2005-03-31 23:00:00+00,
142,159,004,Evening Weekend,0,0,0,15,1,2,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
143,763,004,Evening/Weekend,0,0,0,15,1,2,2014-09-16 23:00:00+00,
144,1171,004,Evening/Weekend,0,0,0,15,1,2,2017-04-18 23:00:00+00,
145,751,004,Evening/Weekend,0,0,0,15,1,2,2018-02-14 00:00:00+00,
146,787,005,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
147,842,005,Evening Weekend,0,0,0,15,0,2,1996-03-31 23:00:00+00,
148,897,005,Prepayment Two Rate,0,0,0,8,6,2,1996-03-31 23:00:00+00,
149,956,005,E7 Evening and W/E T/S,0,0,0,15,0,3,1996-03-31 23:00:00+00,
150,1078,005,O/P -FC- 8HRS +2.5HRS PROG TIME/S,0,0,0,15,0,1,1996-03-31 23:00:00+00,
151,1100,005,8.5 Hour White Meter,0,0,0,8,0,2,1996-03-31 23:00:00+00,
152,1138,005,11.5 Hour Off Peak - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
153,1246,005,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
154,826,005,Evening/Weekend,0,0,0,15,0,2,2005-03-31 23:00:00+00,
155,759,005,E7,0,0,0,14,0,2,2005-12-02 00:00:00+00,
156,805,005,8.5 Hr White Meter,0,0,0,8,0,2,2006-10-05 23:00:00+00,
157,159,005,Evening Weekend,0,0,0,15,0,2,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
158,763,005,Evening/Weekend,0,0,0,15,0,2,2014-09-16 23:00:00+00,
159,1171,005,Evening/Weekend,0,0,0,15,0,2,2017-04-18 23:00:00+00,
160,751,005,Evening/Weekend,0,0,0,15,0,2,2018-02-14 00:00:00+00,
161,787,006,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
162,842,006,Evening Weekend,0,0,0,14,0,2,1996-03-31 23:00:00+00,
163,865,006,7-Hour E7,0,0,0,8,6,2,1996-03-31 23:00:00+00,
164,897,006,Domestic Prepayment Two Rate,0,0,0,8,5,2,1996-03-31 23:00:00+00,
165,956,006,E7 RTS Grp 23,0,0,0,8,0,2,1996-03-31 23:00:00+00,
166,1078,006,O/P -FC- 8HRS +2.5HRS NON - PROG TIME/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
167,1100,006,8.5 Hour White Meter,0,0,0,8,6,2,1996-03-31 23:00:00+00,
168,1138,006,11.5 Hour Off Peak - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
169,1246,006,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
170,826,006,Evening/Weekend,0,0,0,14,0,2,2005-03-31 23:00:00+00,
171,759,006,E7,0,0,0,15,0,2,2005-12-02 00:00:00+00,
172,159,006,Evening Weekend,0,0,0,14,0,2,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
173,763,006,Evening/Weekend,0,0,0,14,0,2,2014-09-16 23:00:00+00,
174,990,006,E7 RTS Grp 23,0,0,0,8,0,2,2016-04-19 23:00:00+00,
175,1171,006,Evening/Weekend,0,0,0,14,0,2,2017-04-18 23:00:00+00,
176,751,006,Evening/Weekend,0,0,0,14,0,2,2018-02-14 00:00:00+00,
177,787,007,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
178,842,007,Evening Weekend,0,0,0,8,0,2,1996-03-31 23:00:00+00,
179,897,007,Domestic Prepayment Two Rate,0,0,0,8,5,2,1996-03-31 23:00:00+00,
180,956,007,E7 Smartcard RTS Grp 37,0,0,0,9,5,2,1996-03-31 23:00:00+00,
181,1078,007,O/P-F-8HRS + 2.5HRS PROG TELE/S,0,0,0,9,0,1,1996-03-31 23:00:00+00,
182,1100,007,8.5 Hour White Meter,0,0,0,9,0,2,1996-03-31 23:00:00+00,
183,1138,007,11.5 Hour Off Peak - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
184,1246,007,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
185,826,007,Evening/Weekend,0,0,0,8,0,2,2005-03-31 23:00:00+00,
186,805,007,8.5 Hr White Meter,0,0,0,9,0,2,2006-10-05 23:00:00+00,
187,763,007,Evening/Weekend,0,0,0,8,0,2,2014-09-16 23:00:00+00,
188,990,007,E7 Smartcard RTS Grp 37,0,0,0,9,5,2,2016-04-19 23:00:00+00,
189,1171,007,Evening/Weekend,0,0,0,8,0,2,2017-04-18 23:00:00+00,
190,751,007,Evening/Weekend,0,0,0,8,0,2,2018-02-14 00:00:00+00,
191,787,008,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
192,842,008,Seasonal (Register Only),0,0,0,15,0,5,1996-03-31 23:00:00+00,
193,865,008,7-Hour E7,0,0,0,9,6,2,1996-03-31 23:00:00+00,
194,897,008,Prepayment,0,0,0,15,5,2,1996-03-31 23:00:00+00,
195,956,008,E7 Smartcard RTS Grp 3,0,0,0,9,5,2,1996-03-31 23:00:00+00,
196,1078,008,O/P-F-8HRS + 2.5HRS NON-PROG TELE/S,0,0,0,8,0,1,1996-03-31 23:00:00+00,
197,1100,008,8.5 Hour White Meter,0,0,0,9,6,2,1996-03-31 23:00:00+00,
198,1138,008,11 Hour Off Peak -TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
199,1246,008,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
200,759,008,Weathercall (HWR) Landlord _N,0,0,0,8,0,1,2006-03-31 23:00:00+00,
201,159,008,Seasonal (Register Only),0,0,0,15,0,5,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
202,1038,008,7 hr E7 Split Regime,0,0,0,15,0,2,2011-05-17 23:00:00+00,
203,990,008,E7 Smartcard RTS Grp 3,0,0,0,9,5,2,2016-04-19 23:00:00+00,
204,751,008,11 Hour Off Peak -TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
205,787,009,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
206,842,009,Seasonal (Register Only),0,0,0,14,0,5,1996-03-31 23:00:00+00,
207,865,009,7-Hour E7,0,0,0,14,0,2,1996-03-31 23:00:00+00,
208,897,009,Prepayment Two Rate,0,0,0,8,6,2,1996-03-31 23:00:00+00,
209,1038,009,7 hr E7 Split Regime,0,0,0,15,1,2,1996-03-31 23:00:00+00,
210,1078,009,O/P -FX- 10.5HRS PROG TELE/S,0,0,0,9,0,1,1996-03-31 23:00:00+00,
211,1100,009,8.5 Hour White Meter,0,0,0,8,0,2,1996-03-31 23:00:00+00,
212,1138,009,11 Hour Off Peak -TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
213,1246,009,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
214,759,009,Weathercall (HWR) Landlord _N,0,0,0,9,0,1,2006-03-31 23:00:00+00,
215,805,009,8.5 Hr White Meter,0,0,0,8,0,2,2006-10-05 23:00:00+00,
216,826,009,7 Hour E7,0,0,0,14,0,2,2008-11-04 00:00:00+00,
217,159,009,Seasonal (Register Only),0,0,0,14,0,5,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
218,763,009,7 Hour E7,0,0,0,14,0,2,2014-09-16 23:00:00+00,
219,1171,009,7 Hour E7,0,0,0,14,0,2,2017-04-18 23:00:00+00,
220,751,009,7 Hour E7,0,0,0,14,0,2,2018-02-14 00:00:00+00,
221,198,010,split e7 timeswitched,0,0,0,14,0,2,1996-03-31 23:00:00+00,
222,897,010,Domestic Prepayment Two Rate,0,0,0,8,6,2,1996-03-31 23:00:00+00,
223,787,010,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
224,865,010,7-Hour E7,0,0,0,14,6,2,1996-03-31 23:00:00+00,
225,1038,010,Std domestic BKM,0,0,0,15,1,2,1996-03-31 23:00:00+00,
226,1078,010,O/P -FX- 10.5HRS NON - PROG TELE/S,0,0,0,8,0,1,1996-03-31 23:00:00+00,
227,1100,010,8.5 Hour White Meter,0,0,0,8,6,2,1996-03-31 23:00:00+00,
228,1138,010,11 Hour Off Peak -TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
229,1246,010,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
230,759,010,E10 RTS Group 10,0,0,0,8,0,2,2006-08-31 23:00:00+00,
231,805,010,Std Dom BKM,0,0,0,15,1,2,2011-06-14 23:00:00+00,
232,751,010,11 Hour Off Peak -TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
233,787,011,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
234,842,011,Off-Peak,0,0,0,14,0,1,1996-03-31 23:00:00+00,
235,865,011,7-Hour E7,0,0,0,15,0,2,1996-03-31 23:00:00+00,
236,897,011,Domestic Credit (Two Rate),0,0,0,14,0,2,1996-03-31 23:00:00+00,
237,934,011,Timeswitch 23:00-07:00;12:30-14:00/15:30-17:00 GMT,0,0,0,14,0,1,1996-03-31 23:00:00+00,
238,1078,011,O/P -FX- 10.5HRS PROG TELE/S,0,0,0,9,0,1,1996-03-31 23:00:00+00,
239,1100,011,8.5 Hour White Meter,0,0,0,9,0,2,1996-03-31 23:00:00+00,
240,1138,011,11 Hour Off Peak -TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
241,1246,011,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
242,805,011,8.5 Hr White Meter,0,0,0,9,0,2,2006-10-05 23:00:00+00,
243,826,011,7 Hour E7,0,0,0,15,0,2,2008-11-04 00:00:00+00,
244,1038,011,STD (2 rate) SME BKM,0,0,0,15,1,2,2010-03-17 00:00:00+00,
245,763,011,7 Hour E7,0,0,0,15,0,2,2014-09-16 23:00:00+00,
246,1171,011,7 Hour E7,0,0,0,15,0,2,2017-04-18 23:00:00+00,
247,751,011,7 Hour E7,0,0,0,15,0,2,2017-11-15 00:00:00+00,
248,198,012,DM8 23.00-07.00 hrs BST,0,0,0,14,0,2,1996-03-31 23:00:00+00,
249,787,012,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
250,842,012,Off-Peak,0,0,0,14,0,1,1996-03-31 23:00:00+00,
251,865,012,7-Hour E7,0,0,0,15,6,2,1996-03-31 23:00:00+00,
252,934,012,Timeswitch 23:00-07:00;12:30-15:30 GMT,0,0,0,14,0,1,1996-03-31 23:00:00+00,
253,1078,012,O/P -FX- 10.5HRS NON - PROG TELE/S,0,0,0,8,0,1,1996-03-31 23:00:00+00,
254,1100,012,8.5 Hour White Meter,0,0,0,9,6,2,1996-03-31 23:00:00+00,
255,1138,012,11 Hour Off Peak -TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
256,1246,012,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
257,897,012,Prepayment Two Rate,0,0,0,8,1,2,2011-09-13 23:00:00+00,
258,751,012,Prepayment Two Rate,0,0,0,8,1,0,2017-11-15 00:00:00+00,
259,787,013,Dynamic-htg units,0,0,0,8,0,1,1996-03-31 23:00:00+00,
260,842,013,Off-Peak,0,0,0,14,0,1,1996-03-31 23:00:00+00,
261,865,013,8-Hour E7,0,0,0,14,0,2,1996-03-31 23:00:00+00,
262,934,013,Timeswitch 23:00-07:00;13:00-16:00 GMT,0,0,0,14,0,1,1996-03-31 23:00:00+00,
263,1078,013,O/P -FC- 8HRS +2.5HRS PROG TELE/S,0,0,0,9,0,1,1996-03-31 23:00:00+00,
264,1100,013,8.5 Hour White Meter,0,0,0,8,0,2,1996-03-31 23:00:00+00,
265,1138,013,11 Hour Off Peak -TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
266,1246,013,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
267,805,013,8.5 Hr White Meter,0,0,0,8,0,2,2006-10-05 23:00:00+00,
268,751,013,11 Hour Off Peak -TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
269,787,014,E8 23.30-07.30,0,0,0,8,0,2,1996-03-31 23:00:00+00,
270,842,014,"Cyclocontrol, Demand Controlled",0,0,0,15,0,1,1996-03-31 23:00:00+00,
271,865,014,8-Hour E7,0,0,0,14,6,2,1996-03-31 23:00:00+00,
272,934,014,Timeswitch As MTC13 + Sat pm & all day Sun,0,0,0,14,0,1,1996-03-31 23:00:00+00,
273,1078,014,O/P -FC- 8HRS +2.5HRS TELE/S NON - PROG,0,0,0,8,0,1,1996-03-31 23:00:00+00,
274,1100,014,8.5 Hour White Meter,0,0,0,8,6,2,1996-03-31 23:00:00+00,
275,1138,014,11 Hour Off Peak -TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
276,1246,014,NHH non-prog 1r credit meter and T/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
277,751,014,11 Hour Off Peak -TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
278,198,015,Unrestricted,0,0,0,14,0,1,1996-03-31 23:00:00+00,
